surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
kitomtom	kitomtom	tom~tom	ki-tom~tom	REFL-grow~REDUP	UNK	2	26016006	26016006|26016022	0	auto
zep	zep	zep	zep	clothe	UNK	2	26016016	26016016|44017029	0	auto
zawsopin	zawsopin	zawsop	zawsop-in	judge-ERG	N	2	26016033	26016033|50003019	0	auto
guaihna	guaihna	guaih	guaih-na	reward-NMLZ	V	2	26016034	26016034|26016041	0	auto
puanteng	puanteng	puanteng	puanteng	nakedness	V	2	26016037	26016037|28002003	0	auto
ensak	ensak	en	en-sak	look-CAUS	V	2	26016037	26016037|26016041	0	auto
phialin	phialin	phial	phial-in	flash-ERG	UNK	2	26016051	26016051|42024041	0	auto
gamtatnateng	gamtatnateng	gamtatna	gamtatna-teng	kingdom-until	N	2	26016058	26016058|26023029	0	auto
leengguino	leengguino	leeng	leeng-guin-o	vine-seed-DIM	N	2	26017005	26017005|26017006	0	auto
dotnop	dotnop	dotnop	dotnop	prosper	V	2	26017009	26017009|39003008	0	auto
khangzo	khangzo	khang	khang-zo	generation-COMPL	N	2	26017009	26017009|26017010	0	auto
“Gentehna-in	“gentehna-in	gentehna	Gentehna-in	GENTEHNA-IN	UNK	2	26018005	26018005|26018014	0	auto
kikhamna	kikhamna	kham	ki-kham-na	REFL-forbid-NMLZ	V	2	26018006	26018006|26018015	0	auto
hoihnateng	hoihnateng	hoihna	hoihna-teng	goodness-until	N	2	26018024	26018024|59001011	0	auto
pantah	pantah	pan	pan-tah	young-lion	V	2	26019005	26019005|49006004	0	auto
gahteng	gahteng	gah	gah-teng	fruit-whole	V	2	26019012	26019012|27004014	0	auto
thuaksakgawp	thuaksakgawp	thuak	thuak-sak-gawp	suffer-cause-INTENS	V	2	26020008	26020008|26020013	0	auto
kininsaktawm	kininsaktawm	nin	ki-nin-sak-tawm	REFL-pity-CAUS-finish	N	2	26020031	26020031|26022003	0	auto
biabia	biabia	bia~bia	bia~bia	worship~REDUP	UNK	2	26020039	26020039|44026005	0	auto
tulakte	tulakte	tulak	tulak-te	forest-PL	V	2	26020046	26020046|26020047	0	auto
ngatna	ngatna	ngat	ngat-na	seek-NMLZ	V	2	26021016	26021016|26047001	0	auto
phawktheihna	phawktheihna	phawk	phawk-theih-na	remember-ABIL-NMLZ	V	2	26021023	26021023|28004014	0	auto
mawhnateng	mawhnateng	mawh	mawh-na-teng	sin-dwell	V	2	26021024	26021024|28012008	0	auto
dialkhip	dialkhip	dial	dial-khip	call-veil	V	2	26021026	26021026|26023013	0	auto
Siacip	siacip	Siacip	Siacip	SIACIP	PROP	2	26021027	26021027|26021027	0	auto
thopthopin	thopthopin	thop~thop	thop~thop-in	oppress~REDUP-ERG	UNK	2	26022004	26022004|47011020	0	auto
kihelkhawm	kihelkhawm	kihel	kihel-khawm	mingl-COM	V	2	26022018	26022018|46010022	0	auto
ngiahon	ngiahon	ngiahon	ngiahon	ravening	UNK	2	26022027	26022027|42010003	0	auto
siklukhute	siklukhute	sik	sik-lukhu-te	repent-crown-PL	N	2	26023024	26023024|26027010	0	auto
pente	pente	pente	pente'	things.POSS	N	2	26024005	26024005|38011016	0	auto
siangkik	siangkik	siang	siang-kik	holy-ITER	N	2	26024011	26024011|26024013	0	auto
hanciamciam	hanciamciam	hanciam	hanciam-ciam	wrestle-promise	V	2	26024013	26024013|45011007	0	auto
dahte	dahte	dahte	dahte'	put-PL.POSS	UNK	2	26024017	26024017|26024022	0	auto
paipai-in	paipai-in	pai~pai	pai~pai-in	go~REDUP-ERG	UNK	2	26024021	26024021|26024025	0	auto
maimangin	maimangin	maimang	maimang-in	shame-ERG	N	2	26024023	26024023|46015054	0	auto
dingzo	dingzo	ding	ding-zo	stand-COMPL	V	2	26025007	26025007|26025010	0	auto
Innkhuam	innkhuam	inn	inn-khuam	house-pillar	N	2	26026011	26026011|49002020	0	auto
ci-lin	ci-lin	cil	cil-in	thresh-ERG	UNK	2	26026016	26026016|27010016	0	auto
khuapi-in	khuapi-in	khua	khua-pi-in	city-ERG	N	2	26026019	26026019|38001017	0	auto
sumzuakna	sumzuakna	sum	sum-zuak-na	money-sell-NMLZ	N	2	26027003	26027003|43002016	0	auto
“Taia	“taia	taia	Taia	TAIA	UNK	2	26027003	26027003|29003004	0	auto
lettamate	lettamate	let	let-tama-te	return-repair-PL	V	2	26027009	26027009|26027027	0	auto
Bethtogarmah	bethtogarmah	Bethtogarmah	Bethtogarmah	BETHTOGARMAH	PROP	2	26027014	26027014|26038006	0	auto
Rods	rods	Rods	Rods	RODS	PROP	2	26027015	26027015|44021001	0	auto
“Teembaw	“teembaw	teembaw	Teembaw	ark	N	2	26027029	26027029|44027031	0	auto
khrisolait	khrisolait	khrisolait	khrisolait	chrysolite	UNK	2	26028013	26028013|66021020	0	auto
ginaloin	ginaloin	ginalo	ginalo-in	belial-ERG	UNK	2	26029014	26029014|58007018	0	auto
lengkhiamang	lengkhiamang	leng	leng-khia-mang	oh-EXIT-COMPL	V	2	26029018	26029018|66020011	0	auto
galpi	galpi	gal	gal-pi	enemy-AUG	N	2	26030004	26030004|26030005	0	auto
kipuakhia-in	kipuakhia-in	pua	ki-pua-khia-in	REFL-carry.on.back-AWAY-ERG	V	2	26030004	26030004|34003010	0	auto
hute	hute	hu	hu-te	protect-PL	UNK	2	26030006	26030006|26030008	0	auto
galkapteng	galkapteng	gal	gal-kap-teng	war-throw-ALL	N	2	26030006	26030006|44023032	0	auto
khuaphawk	khuaphawk	khua	khua-phawk	town-remember	N	2	26030009	26030009|38001011	0	auto
hauhnateng	hauhnateng	hauhna	hauhna-teng	riches-whole	V	2	26030010	26030010|28012008	0	auto
“Milim	“milim	mi	mi-lim	idol	N	2	26030013	26030013|46010028	0	auto
Pelusium	pelusium	Pelusium	Pelusium	PELUSIUM	PROP	2	26030015	26030015|26030016	0	auto
adangteng	adangteng	dang	a-dang-teng	3SG.POSS-other-until	N	2	26030017	26030017|27001019	0	auto
nusiacip	nusiacip	nusia	nusia-cip	forsake-tightly	V	2	26031012	26031012|44002027	0	auto
kuansakin	kuansakin	kuan	kuan-sakin	family-CAUS.ERG	V	2	26032003	26032003|40022007	0	auto
Mualteng	mualteng	mual	mual-teng	mountain-until	N	2	26032005	26032005|26032006	0	auto
guamteng	guamteng	guam	guam-teng	valley-all	N	2	26032005	26032005|26032006	0	auto
siknin	siknin	sik	sik-nin	repent-day	N	2	26032013	26032013|26034018	0	auto
kikoihsak	kikoihsak	koih	ki-koih-sak	place-CAUS	V	2	26032027	26032027|51001005	0	auto
thupiangteng	thupiangteng	thu	thu-piang-teng	word-be.born-until	N	2	26033002	26033002|27002017	0	auto
mawhnei-in	mawhnei-in	mawhnei	mawhnei-in	sinner-ERG	N	2	26033008	26033008|45003007	0	auto
khuaneu-ah	khuaneu-ah	khua	khua-neu-ah	town-small-LOC	N	2	26033027	26033027|41016012	0	auto
bute	bute	bu	bu-te	heap-PL	UNK	2	26033027	26033027|43018012	0	auto
zawngkhalte	zawngkhalte	zawngkhal	zawngkhal-te	tire.out-PL	V	2	26034004	26034004|44020035	0	auto
tuucingte	tuucingte	tuucingte	tuucingte'	shepherd-PL.POSS	UNK	2	26034010	26034010|42002018	0	auto
nekin	nekin	ne	nek-in	eat.II-CVB	V	2	26034010	26034010|59005005	0	auto
bawlsiasak	bawlsiasak	bawl	bawl-sia-sak	make-evil-CAUS	V	2	26034022	26034022|38009008	0	auto
gahin	gahin	ga	ga-hin	hook-life	N	2	26034027	26034027|40012033	0	auto
siatgawp	siatgawp	siat	siat-gawp	spoil-INTENS	V	2	26035015	26035015|42021006	0	auto
ciamnuihbawl	ciamnuihbawl	ciam	ciam-nuih-bawl	deceive-mock-make	V	2	26036003	26036003|26036004	0	auto
guamte	guamte	guam	guam-te	valley-PL	N	2	26036004	26036004|26036006	0	auto
luhgawpin	luhgawpin	luh	luh-gawp-in	enter-grasp-ERG	V	2	26036004	26036004|26038013	0	auto
kigennate	kigennate	gen	ki-gen-na-te	REFL-speak-NMLZ-PL	V	2	26036013	26036013|42024027	0	auto
puahsakkik	puahsakkik	pua	puah-sakkik	bet.II-CAUS.ITER	V	2	26036033	26036033|26036034	0	auto
tuuhonpi	tuuhonpi	tuu	tuu-hon-pi	sheep-multitude	V	2	26036037	26036037|26036038	0	auto
kuampi	kuampi	kuampi	kuampi	valley	V	2	26037001	26037001|38014004	0	auto
kigawi	kigawi	gawi	ki-gawi	REFL-stamp	UNK	2	26037007	26037007|34003002	0	auto
hintheihna	hintheihna	hin	hin-theih-na	life-know-NMLZ	V	2	26037008	26037008|26037010	0	auto
honsakin	honsakin	hon	hon-sakin	flock-CAUS.ERG	V	2	26037013	26037013|33002013	0	auto
tengkhawmin	tengkhawmin	teng	teng-khawm-in	dwell-gather-CVB	V	2	26037027	26037027|27005021	0	auto
ciahkhia	ciahkhia	ciah	ciah-khia	return-out	V	2	26038013	26038013|44016036	0	auto
lausakgawp	lausakgawp	lau	lau-sak-gawp	fear-cause-INTENS	N	2	26038021	26038021|36002011	0	auto
vuina-ah	vuina-ah	vui	vui-na-ah	bury-NMLZ-LOC	N	2	26039013	26039013|42007012	0	auto
zahzahun	zahzahun	zahzahun	zahzahun	feathered	V	2	26039017	26039017|66019021	0	auto
sahin	sahin	sa	sa-hin	six-span	N	2	26040005	26040005|66021012	0	auto
pena	pena	pe	pe-na	give-NMLZ	N	2	26040009	26040009|33007004	0	auto
sangzaw-ah	sangzaw-ah	sang	sang-zaw-ah	high-more-LOC	N	2	26040019	26040019|47003018	0	auto
dangate	dangate	dang	dang-a-te	other-REL-PL	N	2	26040028	26040028|26040033	0	auto
gawhna-in	gawhna-in	gawh	gawh-na-in	kill-NMLZ-ERG	N	2	26040041	26040041|26040042	0	auto
toto	toto	to~to	to~to	sit~REDUP	UNK	2	26041006	26041006|27004027	0	auto
deipi	deipi	dei	dei-pi	say-AUG	V	2	26041021	26041021|26041025	0	auto
puanunga	puanunga	puan	puan-unga	outer-court	N	2	26042003	26042003|26046020	0	auto
deina	deina	dei	dei-na	say-NMLZ	V	2	26042020	26042020|40027051	0	auto
kongkhuam	kongkhuam	khuam	kong-khuam	1SG→3-threshold	FUNC	2	26043008	26043008|26043008	0	auto
kongzawlte	kongzawlte	zawl	kong-zawl-te	1SG→3-open.space-PL	N	2	26043008	26043008|26043008	0	auto
sasite	sasite	sa	sa-si-te	flesh-die-PL	N	2	26044007	26044007|26044015	0	auto
khimin	khimin	khi	khi-min	chain-name	N	2	26044018	26044018|66010001	0	auto
sungtengah	sungtengah	sungteng	sungteng-ah	nine-LOC	N	2	26045005	26045005|44016006	0	auto
sawmguk-ah	sawmguk-ah	sawm	sawm-guk-ah	ten-six-LOC	FUNC	2	26045013	26045013|26045013	0	auto
maitheih	maitheih	mai	mai-theih	face-ABIL	N	2	26045017	26045017|62004010	0	auto
lutte	lutte	lut	lut-te	enter-PL	V	2	26046009	26046009|26046009	0	auto
emna	emna	em	em-na	bake-NMLZ	V	2	26046020	26046020|28007004	0	auto
tualno	tualno	tual	tual-no	place-obey	N	2	26046021	26046021|26046023	0	auto
thuklua	thuklua	thuk	thuk-lua	deep-too	N	2	26047005	26047005|26047005	0	auto
cikhuk	cikhuk	ci	ci-khuk	salt-preserve	V	2	26047011	26047011|36002009	0	auto
zatui-in	zatui-in	zatui	zatui-in	medicine-ERG	UNK	2	26047012	26047012|66022002	0	auto
Hethlon	hethlon	Hethlon	Hethlon	HETHLON	PROP	2	26047015	26047015|26048001	0	auto
lampangteng	lampangteng	lam	lam-pang-teng	way-carry-ALL	N	2	26047018	26047018|26047018	0	auto
“Leitaw	“leitaw	leitaw	Leitaw	south	N	2	26047019	26047019|26048028	0	auto
Meribathkadesh	meribathkadesh	Meribathkadesh	Meribathkadesh	MERIBATHKADESH	PROP	2	26047019	26047019|26048028	0	auto
hawmna-ah	hawmna-ah	hawm	hawm-na-ah	join-NMLZ-LOC	V	2	26047022	26047022|44006001	0	auto
khungnung	khungnung	khung	khung-nung	border-back	V	2	26048001	26048001|26048023	0	auto
khuapihuam	khuapihuam	khuapi	khuapi-huam	city-possession	N	2	26048020	26048020|26048020	0	auto
Belteshazzar	belteshazzar	Belteshazzar	Belteshazzar	BELTESHAZZAR	PROP	2	27001007	27001007|27002026	0	auto
thanghuaisak	thanghuaisak	thang	thang-huai-sak	scatter-defile-CAUS	V	2	27001008	27001008|65001008	0	auto
mangkhiat	mangkhiat	mang	mang-khiat	dream-away	N	2	27001017	27001017|27005012	0	auto
Noteng	noteng	no	no-teng	young-until	N	2	27002009	27002009|41003014	0	auto
thuthukpite	thuthukpite	thu	thu-thukpi-te	word-flood-PL	N	2	27002022	27002022|27005012	0	auto
daldal	daldal	dal~dal	dal~dal	hinder~REDUP	UNK	2	27002031	27002031|27010006	0	auto
leitungteng	leitungteng	lei	lei-tung-teng	earth-surface-ALL	V	2	27002038	27002038|38006007	0	auto
ganhingteng	ganhingteng	gan	gan-hing-teng	animal-alive-ALL	N	2	27002038	27002038|27004014	0	auto
khemete	khemete	kheme	kheme-te	toe-PL	UNK	2	27002041	27002041|27002042	0	auto
tamngaite	tamngaite	tamngai	tamngai-te	flute-PL	N	2	27003005	27003005|27003015	0	auto
hencipsa-in	hencipsa-in	hen	hen-cip-sa-in	tie-tightly-PAST-ERG	V	2	27003023	27003023|27003024	0	auto
Abednego-te	abednego-te	abednego	Abednego-te'	ABEDNEGO-TE.POSS	UNK	2	27003028	27003028|27003029	0	auto
Betashazzar	betashazzar	Betashazzar	Betashazzar	BETASHAZZAR	PROP	2	27004008	27004008|27004009	0	auto
khuatheihna	khuatheihna	khua	khua-theih-na	mind-know-NMLZ	N	2	27004034	27004034|27004036	0	auto
daang	daang	daang	daang	forsake	UNK	2	27005006	27005006|27005009	0	auto
thumna-in	thumna-in	thum	thum-na-in	three-NMLZ-ERG	N	2	27005007	27005007|27005016	0	auto
dawntheihna	dawntheihna	dawntheih	dawntheih-na	able.to.drink-NMLZ	V	2	27005012	27005012|41012028	0	auto
Beteshazzar	beteshazzar	Beteshazzar	Beteshazzar	BETESHAZZAR	PROP	2	27005012	27005012|27010001	0	auto
Tekel	tekel	Tekel	Tekel	TEKEL	PROP	2	27005025	27005025|27005027	0	auto
Parsin	parsin	Parsin	Parsin	PARSIN	PROP	2	27005025	27005025|27005028	0	auto
Persia-te	persia-te	persia	persia-te	PERSIA-PL	UNK	2	27005028	27005028|27006008	0	auto
siamzaw	siamzaw	siam	siam-zaw	be.skilled-MORE	V	2	27006003	27006003|27006003	0	auto
Ngattakin	ngattakin	ngat	ngat-takin	seek-really	V	2	27006007	27006007|27006008	0	auto
hawmkhia-in	hawmkhia-in	hawm	hawm-khia-in	join-out-ERG	V	2	27006008	27006008|27006012	0	auto
Media-te	media-te	media	media-te	MEDIA-PL	UNK	2	27006008	27006008|27006012	0	auto
Persia-te	persia-te	persia	Persia-te'	PERSIA-TE.POSS	UNK	2	27006012	27006012|27006015	0	auto
kibotkhia	kibotkhia	bot	ki-bot-khia	REFL-remove-exit	V	2	27007004	27007004|40015013	0	auto
sik-ha	sik-ha	sikha	sikha	wizard	UNK	2	27007007	27007007|27007019	0	auto
omsate	omsate	om	om-sa-te	exist-flesh-PL	V	2	27007024	27007024|43010016	0	auto
daanggawp	daanggawp	daang	daang-gawp	forsake-grasp	UNK	2	27007028	27007028|29002006	0	auto
Ulai	ulai	Ulai	Ulai	ULAI	PROP	2	27008002	27008002|27008016	0	auto
gungal	gungal	gungal	gungal	river	N	2	27008016	27008016|27012006	0	auto
zuauphuah	zuauphuah	zuauphuah	zuauphuah	dark.saying	V	2	27008023	27008023|27008025	0	auto
semkik	semkik	sem	sem-kik	serve-ITER	V	2	27008027	27008027|38011015	0	auto
thaneihteng	thaneihteng	thaneihteng	thaneihteng	strength	V	2	27010008	27010008|27011040	0	auto
beikhin	beikhin	bei	bei-khin	finish-IMM	V	2	27010008	27010008|58011011	0	auto
kisawlzo	kisawlzo	sawl	ki-sawl-zo	REFL-send-COMPL	V	2	27010011	27010011|31001001	0	auto
Tuateng	tuateng	tua	tua-teng	that-only	V	2	27010019	27010019|45005011	0	auto
khantoh	khantoh	khan	khan-toh	generation-tax	UNK	2	27011020	27011020|50001025	0	auto
phiangsiah	phiangsiah	phiang	phiang-siah	collect-tribute	V	2	27011020	27011020|45013007	0	auto
simkik	simkik	sim	sim-kik	count-ITER	N	2	27011029	27011029|34001015	0	auto
sianthosakna	sianthosakna	siangtho	siangtho-sak-na	holy-CAUS-NMLZ	N	2	27011035	27011035|58002011	0	auto
kibawlsiatna	kibawlsiatna	kibawl	kibawl-siat-na	be.done-destruction	V	2	27012007	27012007|66014011	0	auto
Loruhamah	loruhamah	Loruhamah	Loruhamah	LORUHAMAH	PROP	2	28001006	28001006|28001008	0	auto
kigawmkik	kigawmkik	gawm	ki-gawm-kik	REFL-seize-ITER	V	2	28001011	28001011|33005003	0	auto
mi,”	mi,”	mi	mi	person	N	2	28002001	28002001|48002015	0	auto
ommah	ommah	om	om-mah	exist-EMPH	V	2	28002003	28002003|46011019	0	auto
kithei-in	kithei-in	thei	ki-thei-in	REFL-know.I-ERG	V	2	28005013	28005013|51003009	0	auto
Humpinelkai	humpinelkai	humpinelkai	Humpinelkai'	lion.POSS	N	2	28005014	28005014|30003012	0	auto
haisak	haisak	hai	hai-sak	cup-CAUS	N	2	28007005	28007005|38012004	0	auto
leenlak	leenlak	leen	leen-lak	swoop-among	V	2	28008001	28008001|35001008	0	auto
bet	bet	bet	bet	pottage	UNK	2	28009013	28009013|40005039	0	auto
khawhsak	khawhsak	khawh	khawh-sak	till-CAUS	V	2	28010011	28010011|42017007	0	auto
thalawhin	thalawhin	thalawh	thalawh-in	bride.price-ERG	UNK	2	28012012	28012012|49004028	0	auto
balthanggawp	balthanggawp	bal	bal-thang-gawp	bite-rend-together	UNK	2	28013008	28013008|44023010	0	auto
khialhnateng	khialhnateng	khial	khialh-na-teng	sin-dwell	V	2	28013012	28013012|33001013	0	auto
meeng	meeng	meeng	meeng	branch	V	2	28014006	28014006|41013028	0	auto
pettan	pettan	pettan	pettan	palmerworm	UNK	2	29001004	29001004|29002025	0	auto
ciingte	ciingte	ciing	ciing-te	vine.dresser-PL	N	2	29001011	29001011|42023029	0	auto
keumang	keumang	keu	keu-mang	dig-COMPL	N	2	29001012	29001012|29001019	0	auto
madawkte	madawkte	madawk	madawk-te	edge-PL	UNK	2	29002003	29002003|29002020	0	auto
kiluansakna	kiluansakna	luan	ki-luan-sak-na	REFL-pour-CAUS-NMLZ	V	2	29002030	29002030|44002019	0	auto
meikatna	meikatna	mei	mei-kat-na	fire-burn-NMLZ	N	2	29002030	29002030|44002019	0	auto
zuaksawn	zuaksawn	zuak	zuak-sawn	sell-toward	N	2	29003008	29003008|44007009	0	auto
hawksuk	hawksuk	hawk	hawk-suk	roar-down	N	2	29003016	29003016|30001002	0	auto
kausan	kausan	u	ka-u-san	1SG-elder.sibling-at	V	2	30001002	30001002|34001004	0	auto
samat	samat	sam	sam-at	call-cut	V	2	30003004	30003004|30003004	0	auto
kiteenkhia	kiteenkhia	teen	ki-teen-khia	REFL-snatch-out	V	2	30004011	30004011|38003002	0	auto
singkhuah	singkhuah	sing	sing-khuah	wood-burn	N	2	30004011	30004011|38003002	0	auto
kuankhiasak	kuankhiasak	kuankhia	kuankhia-sak	battle-CAUS	V	2	30005003	30005003|30005003	0	auto
dawnkha	dawnkha	dawn	dawn-kha	top-still	V	2	30005011	30005011|33006015	0	auto
duhduhin	duhduhin	duh	duh-duh-in	want-REDUP-ERG	V	2	30006004	30006004|46015032	0	auto
thuahkhawm	thuahkhawm	thuahkhawm	thuahkhawm	gather	V	2	30007014	30007014|55002004	0	auto
lawkite	lawkite	lawki	lawki-te'	Gentile-PL.POSS	UNK	2	30007017	30007017|47006016	0	auto
gamtatsiatnate	gamtatsiatnate	gamtat	gamtat-siatna-te	kingdom-destruction-PL	V	2	30008007	30008007|39003015	0	auto
kiamsuk	kiamsuk	kiam	kiam-suk	flood-down	UNK	2	30008008	30008008|30009005	0	auto
puksakzo	puksakzo	puksak	puksak-zo	fall-able	UNK	2	31001003	31001003|41009022	0	auto
lutsukin	lutsukin	lut	lut-suk-in	enter-DOWN-ERG	V	2	32001005	32001005|43020008	0	auto
ngapi	ngapi	nga	nga-pi	fish-big	V	2	32001017	32001017|32002010	0	auto
ngapi	ngapi	nga	nga-pi'	fish-big.POSS	V	2	32001017	32001017|32002001	0	auto
antan	antan	an	an-tan'	food-stop.POSS	N	2	32003005	32003005|40006016	0	auto
thangsakin	thangsakin	thang	thang-sakin	famous-CAUS.ERG	V	2	32003005	32003005|32003007	0	auto
hehlua-in	hehlua-in	heh	heh-lua-in	angry-excessive-ERG	N	2	32004009	32004009|44022023	0	auto
piangin	piangin	piang	piang-in	be.born-CVB	V	2	32004010	32004010|44017028	0	auto
thuakkik	thuakkik	thuak	thuak-kik	suffer-ITER	V	2	33001007	33001007|44013034	0	auto
cihkha	cihkha	ci	cih-kha	say.II-still	V	2	33006003	33006003|40027019	0	auto
tatsia	tatsia	tat	tat-si-a	strike-die-LOC	V	2	33006012	33006012|36003001	0	auto
lunggulhgulh	lunggulhgulh	lung	lung-gulh-gulh	heart-desire~REDUP	V	2	33007001	33007001|66018014	0	auto
mihoihteng	mihoihteng	mihoih	mihoih-teng	righteous-until	N	2	33007002	33007002|33007002	0	auto
Gamnuam	gamnuam	gam	gam-nuam	land-want	N	2	33007014	33007014|40025034	0	auto
Nahum	nahum	nahum	Nahum'	NAHUM.POSS	UNK	2	34001001	34001001|42003025	0	auto
gunpite	gunpite	gun	gun-pi-te	river-big-PL	N	2	34001004	34001004|35003008	0	auto
kisatlum	kisatlum	sat	ki-sat-lum	strike-warm	V	2	34003010	34003010|58011037	0	auto
Habakkuk	habakkuk	Habakkuk	Habakkuk	HABAKKUK	PROP	2	35001001	35001001|35003001	0	auto
daicip	daicip	dai	dai-cip	still-press	UNK	2	35001013	35001013|38007014	0	auto
kibangkha	kibangkha	kibang	kibang-kha	be.alike-still	V	2	35002003	35002003|47013007	0	auto
bate	bate	ba	ba-te	pledge-PL	V	2	35002006	35002006|42016005	0	auto
thuphawk	thuphawk	thuphawk	thuphawk	wise	V	2	36001012	36001012|41003005	0	auto
Kiniamkhiatin	kiniamkhiatin	Kiniamkhiatin	Kiniamkhiatin	KINIAMKHIATIN	PROP	2	36002003	36002003|49004002	0	auto
thakbawl	thakbawl	thakbawl	thakbawl	rejoice	V	2	36003017	36003017|51003010	0	auto
theilai	theilai	thei	thei-lai	know.I-middle	V	2	37002003	37002003|42012005	0	auto
kidot	kidot	kido	kidot	fight	V	2	37002012	37002012|43016019	0	auto
piangsa	piangsa	piang	piang-sa	be.born-PAST	V	2	37002015	37002015|55003009	0	auto
ansal-ah	ansal-ah	an	an-sal-ah	grain-store-LOC	N	2	37002016	37002016|40013030	0	auto
thawlpi	thawlpi	thawlpi	thawlpi	wine.vat	V	2	37002016	37002016|37002016	0	auto
ngainuam	ngainuam	ngai	ngai-nuam	listen.I-want	V	2	38001004	38001004|55004004	0	auto
gammite	gammite	gammite	gammite'	citizen-PL.POSS	UNK	2	38003009	38003009|38009001	0	auto
leenpih	leenpih	leen	leen-pih	fly-APPL	V	2	38005010	38005010|38005011	0	auto
kithutuakin	kithutuakin	thu	ki-thu-tuak-in	REFL-word-receive-CVB	N	2	38006013	38006013|46001010	0	auto
itluatna	itluatna	it	it-luat-na	love-exceed-NMLZ	V	2	38008002	38008002|38008002	0	auto
kipau	kipau	pau	ki-pau	REFL-speak	V	2	38008016	38008016|46014011	0	auto
Hadrak	hadrak	Hadrak	Hadrak	HADRAK	PROP	2	38009001	38009001|38009002	0	auto
haltumsak	haltumsak	haltum	haltum-sak	firebrand-CAUS	N	2	38009004	38009004|40022007	0	auto
gimlawh	gimlawh	gim	gim-lawh	pain-exceed	V	2	38009005	38009005|38009005	0	auto
summeet	summeet	sum	sum-meet	money-poor	N	2	38011007	38011007|38011011	0	auto
“Hehpihna”	“hehpihna”	heh	heh-pih-na	favor-with-NMLZ	N	2	38011007	38011007|38011010	0	auto
“Kipawlna”	“kipawlna”	kipawlna	Kipawlna	KIPAWLNA	UNK	2	38011007	38011007|38011014	0	auto
mangthangte	mangthangte	mangthang	mangthang-te	glory-PL	N	2	38011016	38011016|42019010	0	auto
likkhiat	likkhiat	lik	lik-khiat	burden-away	N	2	38012003	38012003|40028002	0	auto
kivukcip	kivukcip	vukcip	ki-vukcip	REFL-cover.over	V	2	38014005	38014005|38014005	0	auto
kumsimin	kumsimin	kum	kum-sim-in	year-count-ERG	N	2	38014016	38014016|42002041	0	auto
kamciamsa	kamciamsa	mciam	ka-mciam-sa	1SG-vow-NOM	N	2	39001014	39001014|47009005	0	auto
tungsakzo	tungsakzo	tungsak	tungsak-zo	lift.up-COMPL	V	2	39002002	39002002|45004021	0	auto
kilemsakkik	kilemsakkik	kilem	kilem-sakkik	prepare-CAUS.ITER	V	2	39004006	39004006|54002005	0	auto
Jekhoniah	jekhoniah	Jekhoniah	Jekhoniah	JEKHONIAH	PROP	2	40001011	40001011|40001012	0	auto
Abiud	abiud	Abiud	Abiud	ABIUD	PROP	2	40001013	40001013|40001013	0	auto
Azor	azor	Azor	Azor	AZOR	PROP	2	40001013	40001013|40001014	0	auto
Akhim	akhim	Akhim	Akhim	AKHIM	PROP	2	40001014	40001014|40001014	0	auto
Eliud	eliud	Eliud	Eliud	ELIUD	PROP	2	40001014	40001014|40001015	0	auto
Matthan	matthan	Matthan	Matthan	MATTHAN	PROP	2	40001015	40001015|40001015	0	auto
Emmanuel	emmanuel	Emmanuel	Emmanuel	EMMANUEL	PROP	2	40001023	40001023|40001023	0	auto
santak	santak	san	san-tak	stand-remain	UNK	2	40002009	40002009|44027007	0	auto
vanpuakte	vanpuakte	van	van-puak-te	sky-send-PL	N	2	40002011	40002011|44027010	0	auto
suanlekhakte-in	suanlekhakte-in	suanlekhak	suanlekhak-te-in	genealogy-PL-ERG	N	2	40003009	40003009|42003008	0	auto
bulphuk	bulphuk	bul	bul-phuk	root-uproot	N	2	40003010	40003010|42003009	0	auto
khumzang	khumzang	khum	khum-zang	cover-side	V	2	40004005	40004005|42004009	0	auto
kahtohpih	kahtohpih	kah	kah-toh-pih	climb-up-with	N	2	40004005	40004005|42004009	0	auto
kholhsak	kholhsak	kholh	kholh-sak	accompany-CAUS	V	2	40005012	40005012|61002017	0	auto
