lemma	citation_form	pos	primary_gloss	gloss_candidates	review_gloss_summary	english_glosses	all_glosses	gloss_counts	inflected_forms	token_count	form_count	compounds	top_collocates	example_verses	is_polysemous	is_grammatical	needs_review	entry_status	polysemy_notes	grammaticalization_notes	sense_count	pos_variants	entry_type	lexical_frequency	grammatical_frequency	review_priority	backend_issues
huging	huging	V	hear	hear		hear	hear	hear:10	huging	10	1		za:4|hon:2|gal:2|nung:2|guah:1|om:1|Syria:1|kal:1|suk:1|hong:1	11018041|12007006|13014015|19055003|23066006	0	0	0	clean			1	V:10	lexical	10	0	low	
Joah	Joah	PROP	Joah	JOAH|JOAH.POSS			JOAH|JOAH.POSS	JOAH:9|JOAH.POSS:1	joah	10	1		ta:6|pa:2|nih:1|ciang:1	12018018|12018026|13006021|13026004|14029012	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Uzza	Uzza	PROP	Uzza	UZZA|UZZA.POSS			UZZA|UZZA.POSS	UZZA:8|UZZA.POSS:2	uzza	10	1		ciang:2|si:1|ta:1|pua:1|ahih:1|suan:1	12021018|12021026|13006029|13008007|13013007	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Neko	Neko	PROP	Neko	NEKO|NEKO.POSS			NEKO|NEKO.POSS	NEKO:9|NEKO.POSS:1	neko	10	1		kumpi:3|hi:3|hang:2|thei:1|ciang:1	12023029|12023029|12023033|12023034|12023035	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Shealtiel	Shealtiel	PROP	?	SHEALTIEL.POSS|SHEALTIEL	SHEALTIEL.POSS | SHEALTIEL		SHEALTIEL|SHEALTIEL.POSS	SHEALTIEL.POSS:6|SHEALTIEL:4	shealtiel	10	1		pa:2|ta:1|siam:1|nih:1|ciang:1|thu:1	13003017|15003002|15003008|15005002|16012001	1	0	1	polysemous_review			1	PROP:10	lexical	10	0	low	
Berekhiah	Berekhiah	PROP	Berekhiah	BEREKHIAH|BEREKHIAH.POSS			BEREKHIAH|BEREKHIAH.POSS	BEREKHIAH:6|BEREKHIAH.POSS:4	berekhiah	10	1		ta:4|dang:1|pa:1|pan:1|zom:1|hi:1	13003020|13006039|13009016|13015017|13015023	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Eliel	Eliel	PROP	Eliel	ELIEL			ELIEL	ELIEL:10	eliel	10	1		khua:2|lutang:1|pa:1|sagih:1|ukpi:1|mi:1|seh:1	13005024|13006034|13008020|13008022|13011046	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Malkhijah	Malkhijah	PROP	Malkhijah	MALKHIJAH|MALKHIJAH.POSS			MALKHIJAH|MALKHIJAH.POSS	MALKHIJAH:8|MALKHIJAH.POSS:2	malkhijah	10	1		pan:3|ta:2|nga:1|pa:1|ciang:1	13009012|13024009|15010025|15010031|16003011	0	0	0	clean			1	PROP:10	lexical	10	0	low	
vantungmi	vantungmi	N	angel	angel.POSS		angel	angel.POSS	angel.POSS:10	vantungmi	10	1		topa:4|thu:2|namsau:1|hawl:1|delh:1|pa:1|sawl:1|kilang:1|huh:1|ahi:1	13021030|19035005|19035006|27004017|40001024	0	0	0	clean			1	N:10	lexical	10	0	low	
kulhnei	kulhnei	N	fenced.city	fenced.city		fenced.city	fenced.city	fenced.city:10	kulhnei|kulhneite	10	2		khua:10|gam:3|gal:1|sim:1|khuapite:1|lang:1|hi:1|mi:1|ni:1	14011023|14012004|14017002|14019005|14021003	0	0	0	clean			1	N:10	lexical	10	0	low	
awging	awging	UNK	voice	voice		voice	voice	voice:10	awgingte	10	1		thum:2|pan:1|phat:1|pasian:1|tumtheih:1|la:1|siangtho:1|kihtak:1|peengkul:1	15003013|15003013|19008001|19130002|26001024	0	0	1	clean			1	UNK:10	lexical	10	0	low	
kihel	kihel	UNK	mingl	mingl		mingl	mingl	mingl:10	kihelin|kihelkhawm|kihelpih|kihelsak	10	4		hong:2|ci:1|mi:1|dang:1|sak:1|ngun:1|pan:1|lak:1|hi:1|va:1	15004002|16005017|18002001|19106035|23001025	0	0	0	clean			1	UNK:6|V:4	lexical	10	0	low	multiple_pos_variants
hoihna	hoihna	N	goodness	goodness		goodness	goodness	goodness:10	hoihnasate|hoihnate|hoihnateng	10	3		gam:4|ama:3|nei:2|za:1|siat:1|hat:1|khawl:1|phawk:1|kilang:1|pulh:1	16006019|19035012|19096006|23040006|26018024	0	0	0	clean			1	N:10	lexical	10	0	low	
Awle	Awle	PROP	Awle	AWLE|AWLE.POSS			AWLE|AWLE.POSS	AWLE:9|AWLE.POSS:1	awle	10	1		ahi:2|phui:1|sik:1|lak:1|bawl:1|om:1|ninsak:1	18003008|18041001|18041010|18041011|19074014	0	0	0	clean			1	PROP:10	lexical	10	0	low	
lungzin	lungzin	N	darkness	darkness		darkness	darkness	darkness:10	lungzinna	10	1		khuamial:3|gam:3|ding:2|pan:1|lung:1|hi:1|sungteng:1|dah:1|om:1|khua:1	18010021|18010022|18015022|18015024|21005017	0	0	0	clean			1	N:10	lexical	10	0	low	
al	al	N	cut	cut|cubit|salt|REFL	cut | cubit | salt	cubit|cut|salt	REFL|cubit|cut|salt	cut:4|cubit:3|salt:2|REFL:1	al|alna|alsakkik|kialpite	10	4		bei:4|ci:2|thei:2|ahi:2|mang:2|lim:1|nei:1|an:1|pul:1|sih:1	18030004|23030024|24034017|40005013|40005013	1	1	1	polysemous_review			4	N:5|UNK:3|V:2	lexical	9	1	low	multiple_pos_variants
husia	husia	V	destruction	destruction|tempest|tempest.II	destruction | tempest | tempest.II	destruction|tempest|tempestI	destruction|tempest|tempest.II	destruction:6|tempest:3|tempest.II:1	husia|husiate|husiatna|husiazaw	10	4		mei:3|hong:3|ahih:2|bang:1|pusuak:1|om:1|huih:1|pan:1|heh:1|thei:1	18031012|19018008|19050003|19055008|19090011	1	0	1	polysemous_review			3	V:10	lexical	10	0	low	
zinei	zinei	N	marry	marry		marry	marry	marry:10	zineipa	10	1		pan:3|om:2|hong:2|hi:2|paikhiat:2|khat:1|lakkhiat:1|kal:1|nungak:1|dawn:1	40009015|40009015|40025005|40025010|40025010	0	0	0	clean			1	N:10	lexical	10	0	low	
johan	johan	UNK	?	JOHAN.POSS|JOHAN	JOHAN.POSS | JOHAN		JOHAN|JOHAN.POSS	JOHAN.POSS:5|JOHAN:5	“johan	10	1		pawl:2|ciang:2|paisak:1|gen:1|khawm:1|nih:1|thumvei:1	42005033|42007019|42007024|42009007|42009009	1	0	1	polysemous_review			1	UNK:10	lexical	10	0	low	
Thesalonika	Thesalonika	PROP	Thesalonika	THESALONIKA			THESALONIKA	THESALONIKA:10	thesalonika	10	1		om:3|ciang:1|ta:1|gam:1|thei:1|nusia:1	44017001|44017011|44017013|44020004|44027002	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Korin	Korin	PROP	Korin	KORIN			KORIN	KORIN:10	korin	10	1		pai:1|pan:1|um:1|ma:1|ngah:1|sanggam:1	44018001|44018002|44018008|44018018|44018018	0	0	0	clean			1	PROP:10	lexical	10	0	low	
Jared	Jared	PROP	Jared	JARED|JARED.POSS			JARED|JARED.POSS	JARED:5|JARED.POSS:4	jared	9	1		ciang:3|pa:2	01005015|01005016|01005018|01005019|01005020	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Methuselah	Methuselah	PROP	Methuselah	METHUSELAH|METHUSELAH.POSS			METHUSELAH|METHUSELAH.POSS	METHUSELAH:5|METHUSELAH.POSS:4	methuselah	9	1		ciang:3|pa:2	01005021|01005022|01005025|01005026|01005027	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Peleg	Peleg	PROP	Peleg	PELEG|PELEG.POSS			PELEG|PELEG.POSS	PELEG:8|PELEG.POSS:1	peleg	9	1		min:2|ciang:2|pa:2	01010025|01011016|01011017|01011018|01011019	0	0	0	clean			1	PROP:9	lexical	9	0	low	
tangvalte	tangvalte	UNK	youth	youth|TANGVALTE		young.man|youth	TANGVALTE|youth	youth:7|TANGVALTE:2	tangvalte|“tangvalte	9	2		ci:1|pai:1|zawng:1|mu:1|ciang:1|sing:1|buak:1	01014024|07014010|08002009|08003010|09002017	0	0	1	clean			2	UNK:9	lexical	9	0	low	
meek	meek	UNK	look	look		look	look	look:9	meek|meekin	9	2		annel:4|bawl:1|hi:1|khat:1|an:1|dim:1	01018006|01049008|09028024|10013008|16010037	0	0	1	clean			1	UNK:9	lexical	9	0	low	
taka	taka	V	truly	truly		truly	truly	truly:9	taka	9	1		nakpi:7|lung:3|manlang:1|bawl:1|ten:1|do:1|han:1|thum:1|sem:1|kah:1	01018007|07005015|07005016|07018007|09014052	0	0	0	clean			1	V:9	lexical	9	0	low	
tangvalpa	tangvalpa	UNK	Tangvalpa	TANGVALPA		youth	TANGVALPA	TANGVALPA:9	“tangvalpa	9	1		kumpi:2|tung:1|ciahkik:1|dawng:1|pa:1|ama:1|mipa:1	01021012|01022012|01037030|01042022|01043008	0	0	1	clean			1	UNK:9	lexical	9	0	low	
lawngkha	lawngkha	V	touch	touch		touch	touch	touch:9	lawngkha|lawngkha-in	9	2		hong:2|ding:2|khat:2|khem:1|pa:1|nin:1|si:1|peuh:1|ni:1|siangtho:1	01027012|02019013|03005002|03011027|04004015	0	0	0	clean			1	V:9	lexical	9	0	low	
bem	bem	N	round	round		round	round	round:9	bem	9	1		gial:6|hi:4|om:1|dawk:1|tung:1|tui:1|bawl:1|pi:1|nei:1|vial:1	01030035|01031010|01031012|11007020|11007023	0	0	0	clean			1	N:9	lexical	9	0	low	
bai	bai	UNK	rise.early	rise.early|owe		owe|rise.early	owe|rise.early	rise.early:8|owe:1	bai|baina	9	2		liam:5|khe:2|hang:1|tua:1	01032031|10019026|18018007|25002012|25003004	0	0	1	clean			2	UNK:8|N:1	lexical	9	0	low	multiple_pos_variants
Jeush	Jeush	PROP	Jeush	JEUSH			JEUSH	JEUSH:9	jeush	9	1		tapa:6|nih:1|hang:1	01036005|01036014|01036018|13001035|13007010	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Shobal	Shobal	PROP	Shobal	SHOBAL|SHOBAL.POSS			SHOBAL|SHOBAL.POSS	SHOBAL:6|SHOBAL.POSS:3	shobal	9	1		tapa:3|sat:2|lutang:1	01036020|01036023|01036029|13001038|13001040	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Beor	Beor	PROP	?	BEOR.POSS			BEOR.POSS	BEOR.POSS:9	beor	9	1		om:1|thah:1|pan:1|ding:1|kumpi:1|teng:1|nuam:1	01036032|04022005|04031008|05023004|06013022	0	0	0	clean			1	PROP:9	lexical	9	0	low	
haza	haza	UNK	envy	envy|REFL	envy | REFL	envy	REFL|envy	envy:7|REFL:2	haza|haza-in|kihaza|kihaza-in	9	4		hi:2|sanggam:1|bang:1|sawl:1|dang:1|ciang:1|khat:1|phin:1	01037011|05004024|23011013|44005017|44007009	0	1	1	mixed_lex_gram			2	UNK:9	unresolved	7	2	low	
bit	bit	N	full	full		full	full	full:9	bit	9	1		khat:4|kum:3|ciang:2|tat:2|sagih:1|ni:1|tan:1|seh:1|ding:1|kap:1	01041001|03023015|03025029|03025029|03025030	0	0	0	clean			1	N:9	lexical	9	0	low	
faro	faro	UNK	?	FARO.POSS|FARO	FARO.POSS | FARO		FARO|FARO.POSS	FARO.POSS:6|FARO:3	“faro	9	1		tung:3|topa:2|ciang:1|pasian:1	01041025|02003011|02005010|02007009|02007014	1	0	1	polysemous_review			1	UNK:9	lexical	9	0	low	
zungbuh	zungbuh	N	ring	ring		ring	ring	ring:9	zungbuh	9	1		min:5|suah:2|thu:2|kham:2|gelh:1|ama:1|tu:1|khat:1|khut:1|but:1	01041042|17003010|17003012|17008002|17008008	0	0	0	clean			1	N:9	lexical	9	0	low	
pen	pen	N	best	best|thing		best|thing	best|thing	best:8|thing:1	penna|penteng	9	2		mun:4|thuk:2|hoih:1|no:1|lung:1|lak:1|gam:1|tam:1|oliv:1|leihawm:1	01045020|05023016|06015001|16004013|18029006	0	0	0	clean			2	N:8|V:1	lexical	9	0	low	multiple_pos_variants
Karmi	Karmi	PROP	Karmi	KARMI|KARMI.POSS			KARMI|KARMI.POSS	KARMI:8|KARMI.POSS:1	karmi	9	1		tapa:4|ta:2|hi:1|pan:1	01046009|02006014|04026006|04026006|06007001	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Jakhin	Jakhin	PROP	Jakhin	JAKHIN			JAKHIN	JAKHIN:9	jakhin	9	1		tapa:2|pan:2|hi:1|min:1|khat:1|om:1|ta:1	01046010|02006015|04026012|04026012|11007021	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Gera	Gera	PROP	?	GERA.POSS|GERA	GERA.POSS | GERA		GERA|GERA.POSS	GERA.POSS:5|GERA:4	gera	9	1		mi:4|tapa:2|ciang:1|kici:1	01046021|07003015|10016005|10019016|10019018	1	0	1	polysemous_review			1	PROP:9	lexical	9	0	low	
buluh	buluh	UNK	troop	troop		troop	troop	troop:9	buluh|buluhte	9	2		guta:5|mi:1|hong:1	01049019|01049019|18015021|24007011|24030016	0	0	1	clean			1	UNK:9	lexical	9	0	low	
tanzau	tanzau	N	large	large		large	large	large:9	tanzau|tanzau-ah	9	2		mun:8|khat:2|pia:2|hoih:1|lei:1|khe:1|hang:1|hong:1|ding:1	02003008|10022020|10022037|19018019|19018036	0	0	0	clean			1	N:9	lexical	9	0	low	
Meribah	Meribah	PROP	Meribah	MERIBAH			MERIBAH	MERIBAH:9	meribah	9	1		mun:2|ci:1|gam:1|gei:1|mipa:1|dawng:1|khin:1|hi:1	02017007|04020013|04020024|04027014|05032051	0	0	0	clean			1	PROP:9	lexical	9	0	low	
keelmul	keelmul	UNK	goathair	goathair		goathair	goathair	goathair:9	keelmul	9	1		hoih:3|khuh:2|nu:1|koih:1|ciang:1|mul:1	02025004|02026007|02035006|02035023|02035026	0	0	1	clean			1	UNK:9	lexical	9	0	low	
kawbia	kawbia	UNK	shovel	shovel		shovel	shovel	shovel:9	kawbia|kawbiate	9	2		beel:7|vut:1|bawng:1	02027003|02038003|04004014|11007040|11007045	0	0	1	clean			1	UNK:9	lexical	9	0	low	
lukhu	lukhu	N	crown	crown		crown	crown	crown:9	lukhute	9	1		ding:2|tung:2|sik:2|bawl:1|gak:1|hoih:1|kop:1|khuk:1|gan:1|puan:1	02028040|02029009|02039028|03008013|14026014	0	0	0	clean			1	N:9	lexical	9	0	low	
khutpi	khutpi	N	thumb	thumb		thumb	thumb	thumb:9	khutpi|khutpite	9	2		taklam:13|khepi:2|at:2|dawn:1|delh:1|ciang:1	02029020|03008023|03008024|03014014|03014017	0	0	0	clean			1	N:9	lexical	9	0	low	
khepi	khepi	UNK	big.toe	big.toe		big.toe	big.toe	big.toe:9	khepi|khepite	9	2		taklam:7|khutpi:2	02029020|03008023|03008024|03014014|03014017	0	0	1	clean			1	UNK:9	lexical	9	0	low	
ngeingai	ngeingai	V	truly.want	truly.want		truly.want	truly.want	truly.want:9	ngeingai|ngeingai-in	9	2		hi:3|pasal:1|gam:1|om:1|kah:1|guta:1|ci:1|lai:1|awng:1|phun:1	02032006|27005010|29002009|38004007|40027023	0	0	0	clean			1	V:9	lexical	9	0	low	
sup	sup	V	bless	bless|save|suck	bless | save | suck	bless|save|suck	bless|save|suck	bless:4|save:3|suck:2	suplawhkhak|suplawhte|supna|supngam	9	4		nuntak:6|ding:4|thuak:2|ciat:1|lecin:1|pai:1|siat:1|pelh:1|hang:1|khat:1	02032029|20009012|31001005|40016025|41008035	1	0	1	polysemous_review			3	V:5|N:4	lexical	9	0	low	multiple_pos_variants
ala	ala	UNK	Ala	ALA			ALA	ALA:9	“ala	9	1		pai:1|gen:1|ciang:1|hi:1|puan:1|kap:1|kumpi:1|kiko:1|nasem:1	02032031|04024023|06007007|07006022|07011035	0	0	1	clean			1	UNK:9	lexical	9	0	low	
iik	iik	N	breast	breast		breast	breast	breast:9	iik|iikte	9	2		vei:5|thau:2|hang:2|pia:2|bia:1|pai:1|Aaron:1|suan:1|tung:1|taklam:1	03007030|03007030|03007031|03007034|03008029	0	0	0	clean			1	N:9	lexical	9	0	low	
phe	phe	UNK	wing	wing|spread		spread|wing	spread|wing	wing:8|spread:1	phe|phezaizai	9	2		om:2|pan:2|diang:2|mi:1|mawl:1	03011009|03011010|03011012|05014009|05014010	0	0	1	clean			2	UNK:9	lexical	9	0	low	
vapi	vapi	UNK	stork	stork		stork	stork	stork:9	vapi|vapite	9	2		gun:9	03011019|05014018|18038036|18039013|19104017	0	0	1	clean			1	UNK:9	lexical	9	0	low	
leitungah	leitungah	UNK	Leitungah	LEITUNGAH		earth	LEITUNGAH	LEITUNGAH:9	“leitungah	9	1		pai:1|ciang:1|mihonpi:1|kiko:1|sagih:1	03011029|03011041|18007001|40010034|40028018	0	0	1	clean			1	UNK:9	lexical	9	0	low	
nitsak	nitsak	V	defile	defile		defile	defile	defile:9	nitsak|nitsakna	9	2		ciang:2|ding:2|ni:2|mite:1|pan:1|luak:1|giah:1|sam:1|hi:1|si:1	03016019|03018028|04005003|04006009|04018032	0	0	0	clean			1	V:9	lexical	9	0	low	
luak	luak	N	vomit	vomit		vomit	vomit	vomit:9	luak|luakha|luakkhiat|luaksuahhuai	9	4		ui:2|ama:2|mi:1|nitsak:1|hong:1|ahi:1|nuam:1|an:1|teng:1|hi:1	03018028|03020022|18006007|19120006|20026011	0	0	0	clean			1	N:9	lexical	9	0	low	
site	site	UNK	die	die		die	die	die:9	site	9	1		mi:2|pan:2|gal:2|gamhluah:1|ahih:1	03019028|08004005|08004005|08004010|08004010	0	0	1	clean			1	UNK:9	lexical	9	0	low	
beem	beem	N	homer	homer		homer	homer	homer:9	beem	9	1		mangbuh:5|khat:4|hi:2|mipa:1|dim:1|oliv:1|leeng:1|khaici:1|et:1|ciang:1	03027016|04011032|11005011|14002010|14002010	0	0	0	clean			1	N:9	lexical	9	0	low	
Kohath-Te	Kohath-Te	PROP	?	KOHATH			KOHATH	KOHATH:9	kohath-te	9	1		hi:2|beh:1|mun:1|ciang:1|pan:1	04003027|04003027|04003029|04004033|13006054	0	0	0	clean			1	PROP:9	lexical	9	0	low	
palh	palh	UNK	palm	palm|trespass	palm | trespass	palm|trespass	palm|trespass	palm:6|trespass:3	palh|palhngulh	9	2		pasal:2|mi:1|huang:1|po:1|leeng:1|teng:1|hi:1|zi:1	04005012|19092012|19092013|19103015|22001014	1	0	1	polysemous_review			2	UNK:9	lexical	9	0	low	
Zakkur	Zakkur	PROP	Zakkur	ZAKKUR|ZAKKUR.POSS			ZAKKUR|ZAKKUR.POSS	ZAKKUR:8|ZAKKUR.POSS:1	zakkur	9	1		ta:4|pan:2|tapa:1|thum:1	04013003|13004026|13024027|13025002|13025010	0	0	0	clean			1	PROP:9	lexical	9	0	low	
phunsan	phunsan	N	fall.upon	fall.upon		fall.upon	fall.upon	fall.upon:9	phunsan|phunsansak|phunsante	9	3		topa:3|hong:3|mi:2|mihon:2|ding:2|hamtang:1|hi:1|Aaron:1|:1|tung:1	04014002|04014009|04014027|04014029|04014036	0	0	0	clean			1	N:8|V:1	lexical	9	0	low	multiple_pos_variants
Hormah	Hormah	PROP	Hormah	HORMAH			HORMAH	HORMAH:9	hormah	9	1		pai:1|mun:1|gam:1|min:1	04014045|04021003|05001044|06012014|06015030	0	0	0	clean			1	PROP:9	lexical	9	0	low	
teep	teep	N	fringe	fringe|foreskin|REFL	fringe | foreskin | REFL	foreskin|fringe	REFL|foreskin|fringe	fringe:4|foreskin:4|REFL:1	kiteepsak|teep|teepin|teepsak|teepte	9	5		nawi:5|hong:2|nu:2|puan:1|bawl:1|zang:1|David:1|se:1|keu:1|lel:1	04015038|09018027|18003012|18030003|23049015	1	1	1	polysemous_review			3	N:7|V:2	unresolved	8	1	low	multiple_pos_variants
Peleth	Peleth	PROP	Peleth	PELETH|PELETH.POSS			PELETH|PELETH.POSS	PELETH:8|PELETH.POSS:1	peleth	9	1		mi:7|ta:1|tapa:1	04016001|10008018|10015018|10020007|10020023	0	0	0	clean			1	PROP:9	lexical	9	0	low	
taneu	taneu	N	child.small	child.small		child.small	child.small	child.small:9	taneute	9	1		zi:4|ganhing:3|hong:2|tapa:1|ci:1|tu:1|pasal:1|mai:1|mi:1|aw:1	04016027|05001039|05003019|05029009|06001014	0	0	0	clean			1	N:9	lexical	9	0	low	
Agag	Agag	PROP	Agag	AGAG			AGAG	AGAG:9	agag	9	1		kumpi:4|mi:1|ciang:1|hi:1|mai:1|puk:1	04024007|09015008|09015009|09015020|09015032	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Kadeshbarnea	Kadeshbarnea	PROP	Kadeshbarnea	KADESHBARNEA			KADESHBARNEA	KADESHBARNEA:9	kadeshbarnea	9	1		ban:2|pa:1|tawn:1|ciang:1|ahi:1|topa:1|nasem:1	04032008|04034004|05001002|05001019|05002014	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Riblah	Riblah	PROP	Riblah	RIBLAH			RIBLAH	RIBLAH:9	riblah	9	1		gam:4|lam:2|paipih:1	04034011|12023033|24039005|24039006|24052009	0	0	0	clean			1	PROP:9	lexical	9	0	low	
moab	moab	UNK	Moab	MOAB|MOAB.POSS			MOAB|MOAB.POSS	MOAB:8|MOAB.POSS:1	“moab	9	1		gen:2|dawng:1|tanau:1|za:1|mi:1	05002024|08002006|08004003|12003007|23016006	0	0	1	clean			1	UNK:9	lexical	9	0	low	
tuakun	tuakun	V	meet	meet		meet	meet	meet:9	tuakun	9	1		topa:2|nu:1|that:1|om:1|mit:1|mun:1|pasian:1|nei:1|teek:1|ahi:1	05022022|20022002|20029013|21003020|42001006	0	0	0	clean			1	V:9	lexical	9	0	low	
cip	cip	UNK	stand	stand|tight|besiege|REFL	stand | tight | besiege	besiege|stand|tight	REFL|besiege|stand|tight	stand:3|tight:2|besiege:2|REFL:2	cip|cipin|cipna|kicipna	9	4		kulh:4|mun:2|ding:1|khak:1|hen:1|suang:1|iplah:1|up:1	05028052|06010013|14006026|15006011|18014018	0	1	1	mixed_lex_gram			4	UNK:5|N:4	unresolved	7	2	low	multiple_pos_variants
ngeek	ngeek	UNK	herb	herb		herb	herb	herb:9	ngeek|ngeekte	9	2		dih:2|hen:1|sing:1|lo:1|moi:1|melhoih:1|khel:1	05032002|12019026|23037025|23047001|24006002	0	0	1	clean			1	UNK:9	lexical	9	0	low	
kuanto	kuanto	UNK	Kuanto	KUANTO|deliver		deliver	KUANTO|deliver	KUANTO:6|deliver:3	kuantokik|kuantosak|kuantosakin|“kuanto	9	4		mi:2|dawng:2|ahi:1|Ai:1|khua:1|topa:1|hong:1|hi:1|ama:1|ciang:1	06007003|06007003|10005019|10005022|11022006	0	0	0	clean			2	UNK:7|V:2	lexical	9	0	low	multiple_pos_variants
nang	nang	V	face	face|2SG	face | 2SG	face|leaf|want	2SG|face	face:7|2SG:2	nangnuam|nangpipi|nangzo|nangzo-in	9	4		gal:2|ding:2|hi:2|pumpi:2|hong:1|nai:1|heh:1|inn:1|pai:1|zeet:1	06007013|06023009|07002014|34001006|40008008	0	1	1	mixed_lex_gram			2	V:8|N:1	unresolved	7	2	low	multiple_pos_variants
Gibeon-Ah	Gibeon-Ah	PROP	?	GIBEON			GIBEON	GIBEON:9	gibeon-ah	9	1		am:1|aw:1|pan:1|ahih:1|mai:1|ding:1|sat:1	06010010|06010012|10002012|10002016|10021006	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Makkedah	Makkedah	PROP	Makkedah	MAKKEDAH			MAKKEDAH	MAKKEDAH:9	makkedah	9	1		delh:1|tai:1|kumpi:1|ni:1|bawl:1|om:1	06010010|06010016|06010017|06010021|06010028	0	0	0	clean			1	PROP:9	lexical	9	0	low	
lawnsuk	lawnsuk	N	down	down		down	down	down:9	lawnsuk	9	1		hong:3|si:2|tung:1|leihawm:1|suangtum:1|ci:1|ciang:1|hi:1|khat:1|pan:1	06010011|06010027|12009033|12009033|12010014	0	0	0	clean			1	N:9	lexical	9	0	low	
Aijalon	Aijalon	PROP	Aijalon	AIJALON			AIJALON	AIJALON:9	aijalon	9	1		aw:1|mi:1|pan:1|tai:1|luh:1	06010012|06019042|06021024|07001035|09014031	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Mareshah	Mareshah	PROP	Mareshah	MARESHAH|MARESHAH.POSS			MARESHAH|MARESHAH.POSS	MARESHAH:8|MARESHAH.POSS:1	mareshah	9	1		kuan:2|tacil:1|hi:1|sat:1|ciang:1	06015044|13002042|13002042|13004021|14011008	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Jordan-Ah	Jordan-Ah	PROP	?	JORDAN			JORDAN	JORDAN:9	jordan-ah	9	1		ban:2|pai:1|pan:1|ciang:1|mai:1|hang:1|topa:1	06016007|06019022|06019033|06019034|10019015	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Abiezer	Abiezer	PROP	Abiezer	ABIEZER			ABIEZER	ABIEZER:9	abiezer	9	1		khua:3|om:1|pai:1|hi:1|ding:1|teek:1|sanggam:1	06017002|07006011|07006024|07006034|07008032	0	0	0	clean			1	PROP:9	lexical	9	0	low	
guntui	guntui	N	river	river		river	river	river:9	guntui	9	1		khang:5|luang:3|phul:1|hi:1|sehnel:1|va:1|ngah:1|ding:1|kang:1|pua:1	07005021|19074015|19078016|19105041|23016002	0	0	0	clean			1	N:9	lexical	9	0	low	
Bethlehem-Ah	Bethlehem-Ah	PROP	?	BETHLEHEM			BETHLEHEM	BETHLEHEM:9	bethlehem-ah	9	1		khuacing:2|si:1|gam:1|hen:1|gamta:1|khua:1|ciang:1|thu:1	07012010|07019018|08004011|09016004|09020006	0	0	0	clean			1	PROP:9	lexical	9	0	low	
kunh	kunh	V	entreat	entreat		entreat	entreat	entreat:9	kunh|kunh-in	9	2		ding:3|topa:2|pasian:2|:1|nak:1|ni:1|mi:1|galsim:1|mai:1|khut:1	07013008|07014017|10021017|11013006|11013006	0	0	0	clean			1	V:9	lexical	9	0	low	
Jabeshgilead	Jabeshgilead	PROP	Jabeshgilead	JABESHGILEAD			JABESHGILEAD	JABESHGILEAD:9	jabeshgilead	9	1		hang:2|en:1|lai:1|ciah:1|pai:1|vui:1|guk:1	07021008|07021009|07021014|09011001|09031011	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Jabesh	Jabesh	PROP	Jabesh	JABESH|JABESH.POSS			JABESH|JABESH.POSS	JABESH:6|JABESH.POSS:3	jabesh	9	1		ciang:3|hi:1|tung:1|guh:1|kum:1	09011001|09011003|09011005|09011009|09011010	0	0	0	clean			1	PROP:9	lexical	9	0	low	
So	So	PROP	So	SO			SO	SO:9	so	9	1		heh:2|lung:2|hong:1|kumpi:1|sin:1|sia:1|beel:1	09011006|12017004|12022017|17001012|19039003	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Jerahmeel	Jerahmeel	PROP	Jerahmeel	JERAHMEEL|JERAHMEEL.POSS			JERAHMEEL|JERAHMEEL.POSS	JERAHMEEL:5|JERAHMEEL.POSS:4	jerahmeel	9	1		tapa:1|tacil:1|hi:1|nei:1|ta:1	09030029|13002009|13002025|13002026|13002027	0	0	0	clean			1	PROP:9	lexical	9	0	low	
Hebron-A	Hebron-A	PROP	?	HEBRON			HEBRON	HEBRON:9	hebron-a	9	1		lu:2|ciang:1|ngai:1|sat:1|mi:1|upa:1|ding:1	10003012|10003019|10003020|10004008|10004012	0	0	0	clean			1	PROP:9	lexical	9	0	low	
hep	hep	V	depart	depart|REFL|shake	depart | REFL | shake	depart|shake	REFL|depart|shake	depart:3|REFL:3|shake:3	hepkhiat|hepkhiatsak|hepkhiatsakin|kihepkhiat	9	4		pan:4|tung:2|ciang:2|hong:2|ding:2|ma:1|Saul:1|phet:1|hum:1|zah:1	10007015|11020036|12010015|12017021|12018022	0	1	1	mixed_lex_gram			3	V:9	unresolved	6	3	low	
