# language_name:	Mro (Khimi)
# closest ISO 639-3:	cmr
# year_short:	scraped 2026
# year_long:	Not available
# title:	Mro (Khimi)
# URL:	https://www.bible.com/bible/2473
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
46001010	Aphau ji jy, me ji iwn Kanma Jeishu Khristu la ama aqna he haw than napoe jo de. Nan ji la lonq de gan lonq de ka'ieq u ha y dy de. Tauphy me kakhoi niwn on shan y de. Vaan man kamru u ja. Amlunq vaan man, ta niwn vaan man on u ja.
46001011	Aphau ji jy, nan ji la ka'ieq u de naniwn gan Klaw I inpy thunq iwn ke gan nathuiq by jo de.
46001012	Ke neq gan haw de ne jo de. Nan ji lonq lonq de la axyxy haw u jo de. Nan ji me lonq de la, “Ke la Pawlu txuiq de,” nade. Ave lonq de la, “Ke la Apawlu txuiq de,” nade. Ave axy niwn la, “Ke la Peitru txuiq de,” naha haw de. Axy niwn la, “Ke la Khristu txuiq de,” naha haw u jo de.
46001013	Nan ji tynygy sha la Khristu gan alala sha he ga dy de. Ke la nan ji gan txon than shenlein konq me diw y de. Khimi ji la Pawlu iwn amiq he nan ji gan batizen napoe y.
46001014	Ke la Kripu he Gaju xini gan mkrhe batizen poe ga de tkhoen Kniqkhoeqmaq gan koemukoetanq jo de.
46001015	Ke iwn atxuiq ji he nan ji batizen khan niwn naha ape ma haw ha y de.
46001016	Sy ja, Steiphen he ama inpy gan ma ke batizen poe jo de. Axy niwn ji gan batizen poe niwn ke kani lau vi jo de.
46001017	Khristu la ke gan batizen poe than natoeq y de. Khristu kthanq ghoi gan khimi ji me thuiq than natoeq ga de. Ke kthanq ghoi thuiq degan khimi ji iwn pethon pie ji gan kakon y jo de. Ke tynygy sha la Khristu shenlein kun me diw niwn kthanq la bohan on de sy y de.
46001018	Khristu shenlein konq me diw niwn kthanq la kxau khoeq me Kniqkhoeqmaq shaukhoen poe than khimi ji avuiq la aroe pie ga de. Kniqkhoeqmaq txon niwn me ji avuiq kthanq neq la Kniqkhoeqmaq iwn bohan ga jo de.
46001019	Piemkun me la, “Pethon ka'on ji iwn pethon gan ke la lauq he man de. Mnythoenq niwn ji iwn mny niwn ji gan ma ke tkhiw vi man de,” nade.
46001020	Dyde pethon ka'on ji kthanq tne haw ha de mei. Judaq pieriesa kathoenq gan tne haw ha de mei. Pie tkeq la name mei. Kniqkhoeqmaq gan mny y niwn nagy mei niwn khimi ji la ama ji gan ama ji pethon ka'on naha ta u jo de. Gadema Kniqkhoeqmaq la neq ji gan aroe khuitan de naha mnui khiwn dy de.
46001021	Kniqkhoeqmaq iwn pethon on niwn alan la khimi ji la ama ji pethon he Kniqkhoeqmaq gan mny ha y de. Kniqkhoeqmaq iwn alan la ke ji thuiq niwn Khristu kthanq gan yn niwn khimi ji gan txon than jo de. Kniqkhoeqmaq gan mny y niwn khimi ji la tneq kthanq gan aroe ji tpie niwn ga de naha ta u de.
46001022	Judaq ji la tauthon gan mke de. Gri khimi ji la pethon gan shoeq de.
46001023	Gadema ke ji la shenlein konq me diw niwn Khristu kthanq thuiq niwn jo de. Judaq ji la kthanq neq gan nu y san y sha jo de. Judaq sy y niwn khimi ji la kthanq neq gan aroe ji pie ga de naha ta u jo de.
46001024	Gadema Kniqkhoeqmaq la axy niwn Judaq ji he axy niwn Gri khimi ji gan kauq dy jo de. Khimi tneq ji avuiq Khristu la Kniqkhoeqmaq iwn bohan he Kniqkhoeqmaq iwn pethon jo de.
46001025	Kniqkhoeqmaq iwn aroesisa niwn la khimi ji iwn pethon on niwn khaan y pethon on vi de. Kniqkhoeqmaq iwn kakhoiq y niwn la khimi ji aan on niwn khaan y aan on vi de.
46001026	Aphau ji jy, nan ji gan Kniqkhoeq-maq nakauq degan nan ji nagy on u mei naniwn ji gan ta u ja. Khoeqra neq iwn khimi ji ta beshe he nan ji amdaw ji la pethon on y de. Amdaw ji la ktoenkyn ji sy y de. Amdaw ji la m'joe kshanq iwn naskrha niwn sy y de.
46001027	Gadema Kniqkhoeqmaq la khoeqra iwn pethon ka'on ji k'ja than khoeqra neq iwn tangoe y niwn khimi ji gan xieq ga de. Ama la ktoenkyn ji k'ja than khoeqra iwn tha on y niwn ji gan xieq ga de.
46001028	Kniqkhoeqmaq la m'joe kshanq khimi ji gan k'ja he than m'joe kaunien khimi ji, khimi ji law y niwn ji gan xieq jo de. Khoeqra neq iwn khimi la tanshaan naha ta niwn khimi ji gan xieq jo de. Khoeqra neq iwn khimi ji avanq hoe de naha ta niwn ji avanq on y niwn mny than Kniqkhoeqmaq tneq ji gan sha jo de.
46001029	Dyde Kniqkhoeqmaq tynygy sha de tkhoen ape ma Kniqkhoeqmaq maq me kathoeq ha y dy de.
46001030	Kniqkhoeqmaq la nan ji avuiq sha by niwn dhan he Khristu Jeishu he vaan de kamru he niwn jo de. Kniqkhoeqmaq la Khristu gan me ji avuiq pethon kkrhau he jo de. Ama dhan he me ji la Kniqkhoeqmaq maq me mdimkhiw niwn, Kniqkhoeqmaq iwn khimi kkrhau ha ajie narunnaraan ji loe jo de.
46001031	Dyde Sepin Seryiw niwn Saboi me, “Khimi lonq de kathoeq de ne la, Kanma sha by niwn he kathoeq shan,” naha on de.
46002001	Aphau ji jy, nan ji me ke natiwn degan Kniqkhoeqmaq iwn kthanq gan nathuiq dy de. Tynygy degan ke la nan ji gan pie tkeq ji he pethon ka'on ji he nahaw y de.
46002002	Nan ji he vaan de on toen me ke la Jeishu Khristu kthanq he ama iwn shenlein konq me diw niwn kthanq gan mkrhe nahaw ha axy niwn ji gan haw y than ta jo de.
46002003	Ke la nan ji me navy toen me ke la kakhoiq y, xiqsa niwn he kahoen lau vi de.
46002004	Ke nan ji maq me Kniqkhoeqmaq iwn kthanq gan thuiq degan ke me on niwn pethon he haw y de. Nan ji gan m'jon niwn pie kakon ha haw y de. Sepin Seryiw niwn Muiqxaq iwn bohan la ke haw niwn khuitan ja de naniwn he mnui jo de.
46002005	Nagy de mei nala, nan ji la khimi iwn pethon pie dhan he yn niwn ne y jo de. Kniqkhoeqmaq iwn bohan tkhoen he kthanq ghoi gan yn niwn ne ga jo de.
46002006	Gadema atuinon on niwn yn niwn khimi ji gan ke ji la pethon pie he tpie ga jo de. Pethon neq la khoeqra neq iwn khimi ji, khoeqra neq gan mkaw niwn aqna ka'on ji he klau y de. Khoeqra gan mkaw niwn ktoenkyn ji iwn pethon la lauq man de.
46002007	Ke ji haw niwn pethon la Kniqkhoeqmaq mxaw ha khe niwn pethon ga de. Kausy gan Kniqkhoeqmaq la pethon neq gan khimi ji me mnui y de. Kniqkhoeqmaq khoeqra neq gan mriw ha khe y man de niq kon ama iwn pethon dhan he me ji gan mimoen napoe than mshyn jo de.
46002008	Ave klena kauniq neq me mkaw niwn ktoenkyn ji la Kniqkhoeqmaq iwn pethon gan mny y jo de. Ama ji mny de nala, mimoen on niwn Kanma gan shenlein konq me hien ha mthi de sy y de.
46002009	Gadema Sepin Seryiw niwn Saboi me, “Kniqkhoeqmaq gan khie niwn khimi ji avuiq hoi niwn ji mshyn than veshin kon Kniqkhoeqmaq la mxiw pypy ha khe dy de. Tneq ji la ape ma nu y de, the y de. Ape ma ta ve y de,” nade.
46002010	Gadema Kniqkhoeqmaq la Sepin Seryiw niwn Muiqxaq dhan he me ji gan mny he jo de. Sepin Seryiw niwn Muiqxaq la Kniqkhoeqmaq iwn mxaw ha khe niwn ji gan shoeq jo de.
46002011	Dyde khimi amlunq thunq me ta niwn axylypi gan ape ma mny ha y de. Khimi tneq iwn muiqxaq nienq ama ta niwn gan mny ha ga de. Tynygy he Kniqkhoeqmaq iwn amlunq thunq me on niwn gan mny niwn lonq de xdyn niwn la Ama iwn Muiqxaq ga de.
46002012	Kniqkhoeqmaq la me ji gan khoeqra neq iwn khimi ji me on niwn muiqxaq gan napoe niwn sy y de. Ama la me ji gan Ama iwn Muiqxaq gan napoe ha me ji la Kniqkhoeqmaq napoe niwn axylypi gan mny ha ja de.
46002013	Dyde ke ji la neq ji gan khimi ji me thuiq degan khimi ji mtu by niwn pethon pie gan kakon y. Sepin Seryiw niwn Muiqxaq namtu niwn pethon pie haw by ga. Sepin Seryiw niwn Muiqxaq he klau niwn khuitan niwn ji gan Sepin Seryiw niwn Muiqxaq dhan he pie thuiq ga de.
46002014	Sepin Seryiw niwn Muiqxaq on y niwn khimi la Kniqkhoeqmaq iwn Muiqxaq namtu niwn ji gan koeban y de. Mtu niwn tneq ji la aroe pie ga mei naha ama la ta jo de. Ama la mtu niwn tneq ji gan kneqthoenq ha y de. Nagy mei nala, Kniqkhoeqmaq iwn Muiqxaq on niwn khimi lonq de xdyn nienq Sepin Seryiw niwn Muiqxaq haw he niwn pie gan kneqthoenq ga de.
46002015	Kniqkhoeqmaq iwn Muiqxaq on niwn khimi nienq mtu niwn tneq ji axylypi khuitan niwn, sy y la, kman niwn gan mny ha ja de. Gadema Sepin Seryiw niwn Muiqxaq on y niwn khimi la Sepin Seryiw niwn Muiqxaq on niwn khimi iwn ta niwn gan kneqthoenq y de.
46002016	Sepin Seryiw niwn Saboi me, “Ape la Kniqkhoeqmaq ta niwn gan mny de mei. Ape ma Kniqkhoeqmaq gan mtu ha dan y de.” Gadema me ji yn niwn khimi ji la Khristu Amlunq thunq me on niwn ji gan kneqthoenq jo de.
46003001	Aphau ji jy, ke la Kawrintu kun me on degan nan ji gan Sepin Seryiw niwn Muiqxaq on niwn khimi ji gan tpie beshe he natpie ha y de. Khoeqra neq iwn khimi ji gan he natpie ha ga de. Nan ji la Khristu gan yn thoi niwn ga man de, atuinon on niwn sy y man de.
46003002	Ave ke la nan ji gan maqkhu niwn sy y, asaw tui he namsa jo de. Nan ji la maqkhu niwn gan sa than t-eq de knaq y man de. Ave mtienq la t-eq de knaq y man de.
46003003	Nagy mei nala, nanma ji hoi y kady niwn txuiq xui toen man de. Nan ji la lonq de gan lonq de tau-ieqthoenq u ha nanma ji ttoi ka'ieq voivoi vi de. Tynygy sha niwn la nanma ji hoi y kady niwn txuiq xui ja man de naniwn gan mnui niwn de. Nan ji la Kniqkhoeqmaq gan mny y niwn khimi ji ashau xinq beshe he xinq lau vi de.
46003004	Nan ji iwn lonq de la, “‘Ke la Pawlu txuiq ga de.’ Axy niwn lonq de la, ‘Ke la Apawlu txuiq ga de,’” nade. Dyde nan ji la Kniqkhoeqmaq gan mny y niwn khimi ji on beshe he on lau vi.
46003005	Pawlu la ape mei, Apawlu la ape mei naniwn gan ta ja. Nan ji la Jeishu Khristu gan yn than naklonq niwn Kniqkhoeqmaq iwn tanna ji ga jo de. Kanma la ke xini gan sha than maqtanq haan de haan de napoe jo de.
46003006	Ke la ie jo de. Apawlu la tui boe jo de. Gadema Kniqkhoeqmaq la hoe than sha jo de.
46003007	Ati kamti he tui kaboe la tangoe y de. Kniqkhoeqmaq nienq tangoe ga. Ama la akun gan xiwn he niwn de.
46003008	Ati kamti he tui kaboe la maqtanq vaan de ga de. Kniqkhoeqmaq la ama ji sha niwn maqtanq avuiq avanq gan poe by man de.
46003009	Ke ji la ama iwn maqtanq me shaphau ji ga de. Nan ji la Kniqkhoeqmaq iwn le he de. Nan ji la Kniqkhoeqmaq iwn tbutran glein he ththein jo de.
46003010	Kniqkhoeqmaq la ke gan napoe niwn koetanq dhan he in kasha ghoi iwn maqtanq gan sha jo de. Ke la kthanq ghoi gan Kawrintu kun me thuiq ha Jeishu gan nan ji yn niwn katon than naklonq niwn jo de. Neq khiwn la, axy niwn khrijen maqtanq kasha ji la ke katon ha sha niwn maqtanq neq gan mshau ha sha jo de. Gadema maqtanq kasha me ji axylypi la Kniqkhoeqmaq iwn maqtanq gan nagy sha shan de naniwn anienmrien ta ha de.
46003011	Kniqkhoeqmaq iwn maqtanq amsi la Jeishu Khristu ga de. Jeishu Khristu dhan he Kniqkhoeqmaq la me ji gan natxon jo de. Txon than alan kautha gan ape ma mtu shan y de.
46003012	Nagy mei niwn khimi ji la amsi tneq konq me xoiq, tkaan, avanq hoe niwn txun ji gan kakon ha in sha he de. Axy niwn ji la thekon, saqphei, ksau ji gan kakon ha sha he de.
46003013	Jeishu navy beqtyn niwn ktiw me Kniqkhoeqmaq napoe niwn maqtanq gan me ji la anienmrien sha niwn, sha y niwn gan ama la namnui pi man de. Tneq ktiw me Khristu la khimi ttyn ji iwn maqtanq gan me he msie ha maqtanq tneq avanq on mei, on y mei naniwn mnui man de.
46003014	Khimi lonq de iwn maqtanq me kan y nala, Khristu la kasha tneq gan avanq poe by man de.
46003015	Gadema kasha lonq de iwn maqtanq me kan de nala, Khristu la ama gan avanq poe by y man de. Khimi tneq la Kniqkhoeqmaq poe by niwn tshautkhon ashau lauq y man de. Gadema ama la me kan niwn in kon loe niwn khimi he kkrhau man de.
46003016	Nan ji la Kniqkhoeqmaq iwn tbutran glein he de naniwn khuitantan mny ja de. Kniqkhoeqmaq iwn Sepin Seryiw niwn Muiqxaq la nan ji thunq me on de.
46003017	Khimi lonq de Kniqkhoeqmaq iwn tbutran glein gan phjau de nala, Kniqkhoeqmaq la khimi tneq gan ma phjau man de. Nagy de mei nala, Kniqkhoeqmaq iwn tbutran glein la sepin seryiw de tkhoen de. Nan ji la Kniqkhoeqmaq iwn tbutran glein kkrhau dy jo de.
46003018	Ape ma me-e gan me-e kbau ha y de. Khimi lonq de la khoeqra neq iwn alan he me-e gan pethon ka'on de naha ta de nala, ama la me-e gan me-e aroe naha ta shan de. Nygy degan nienq ama gan Kniqkhoeqmaq pethon poe by ga de.
46003019	Khoeqra neq iwn khimi ji ta niwn pethon la Kniqkhoeqmaq maq me tanshaan ga de. Sepin seryiw niwn saboi me tri niwn la, “Nagy mei niwn khimi ji la ama gan ama pethon on de naha ta de. Gadema Kniqkhoeqmaq la neq ji gan shun he than ama ji pethon he kakon man de,” naha on de.
46003020	Sepin Seryiw niwn Saboi me tri niwn la, “Khoeqra he klau niwn pethon ka'on ji iwn ta niwn la tanshaan ga de naniwn Kanma mny jo de,” nade.
46003021	Dyde khimi kthanq kathoeq u nanq pan. Kniqkhoeqmaq la nan ji gan neq ji axylypi napoe dy de.
46003022	Pawlu, Apawlu, Peitru, khoeqra neq, ashau xinq niwn, diw niwn, ave he vesoethonmaq neq axylypi ji la nan ji than ga de.
46003023	Nan ji la Khristu he klau de. Khristu la Kniqkhoeqmaq he klau de.
46004001	Ke ji la Khristu iwn tanna ji de naniwn gan nan ji nata shan de. Kniqkhoeqmaq la ama iwn kausy gan mxaw niwn kthanq gan khimi ji me thuiq than ke ji gan natoeq niwn jo de.
46004002	Sha than maqtanq on niwn khimi la akanma gan tiesa on ha de.
46004003	Nan ji he axy niwn khimi ji la ke iwn maqtanq sha niwn gan hoi de, hoi y de naha ta niwn la ke avuiq tangoe y de. Kema mtienq la kema sha niwn maqtanq hoi de, hoi y de naha ta y de.
46004004	Ke mny niwn mtien de la ke iwn maqtanq gan hoibei sha khiwn dy de. Gadema ke khuitan de naniwn mnui ha y de. Ama avuiq sha niwn maqtanq hoi de, hoi y de naniwn gan kanma lonq de xdyn tautun mkhoi man de.
46004005	Dyde Kniqkhoeqmaq khe niwn ktiw tiwn y man degan khimi ji gan tautun mkhoi u nanq. Kanma navy niwn ktiw mtien de son ha de. Ama la vinqroe niwn thunq me mxaw ha khe niwn ji gan kvanrauq niwn me mthon man de. Kanma la khimi amlunq thunq me ta niwn gan khimi ttyn mny he man de. Tneq ktiw me Kniqkhoeqmaq la khimi ttyn ama ji he kba niwn mtien man mthoeq by man de.
46004006	Aphau ji jy, nan ji gan haan man haan man namtu than ke he Apawlu kthanq gan nahaw khiwn dy de. Nan ji la piemkun thunq iwn pie gan kneqthoenq than ne de. Pie tneq la, Sepin Seryiw niwn Saboi me tri ha khe niwn, “Namtu niwn gan xui ha axy niwn ji gan sha nanq ja,” nade. Nan ji xui niwn shma la axy niwn shma ji khan y thoenq xiw naha kathoeq u nanq ja.
46004007	Ape ma nan gan axy niwn khimi ji khaan y tangoe than sha y de. Nan me on niwn he sha thoenq niwn axylypi ji la Kniqkhoeqmaq napoe niwn ga de. Dyde kathoeq shan y de. Nan me on niwn he sha thoenq niwn la Kniqkhoeqmaq iwn kauvixun ga de.
46004008	Nan ji ne niwn ashiqshiq nan ji me on dy naha thi by. Sepin Seryiw niwn Muiqxaq napoe niwn aghoi axylypi ji la nan ji me on dy naha thi jo de. Nan ji la xandi ji he mkaw dy naha thi jo de. Gadema nan ji iwn shma ji kkrhau niwn ke ji la nan ji iwn xandi he mkaw niwn me kauruiq y de. Nan ji la xandi kkrhau niwn khuitan de nala, ke hoelihoelanq man de. Dyde ke ma nan ji he vaan de mkaw ha man de.
46004009	Kniqkhoeqmaq la ke ji gan tloe ape ma law y niwn khimi he khe de naniwn ke ta jo de. Ke ji la khimi axylypi ji maq me mthi than shaukhoen dan niwn khimi ji he jo de. Nagy de mei nala, klena kauniq iwn khimi ji he khoeqshniq iwn thoeq ji la ke ji me tne kkrhau mei naniwn tkhoenq u jo de.
46004010	Ke ji la Khristu iwn maqtanq sha de tkhoen khimi ji la ke ji gan aroe naha nathi u jo de. Nan ji la Khristu he vaan de kamru de tkhoen pethon on de naha nan ji la ta jo de. Ke ji me bohan on y de. Nan ji me axylypi gan sha than bohan on de naha ta jo de. Khimi ji la ke ji gan law y gadema namthoeq than nan ji ne jo de.
46004011	Ave mtien ke ji la sa than ni than kabyq y jo de. Athonathau ma kabyq y jo de. Khimi ji la ke ji gan nary jo de. Ke ji la khlonq lyiw ha on na in on y de.
46004012	Ke ji la sa ha ni ha than me-e akoe he ieliepekhaw maqtanq sha ha jo de. Khimi ji la ke ji gan thuiqsa gadema ke ji la saxein phru by jo de. Khimi ji la ke ji gan neremsausau nasha gamaq amlunq gan kau-iw jo de.
46004013	Khimi ji la ke ji gan thuiqsa gamaq ke ji la ama ji gan aghoi haw jo de. Ave mtien khimi ji la ke ji gan taunoen thi u jo de. Tanshaan niwn khimi ji naha haw jo de.
46004014	Ke la nan ji k'ja than neq ji gan natri niwn sy y jo de. Kema khie niwn spi he tlele nan ji gan namtu de ne jo de.
46004015	Nan ji me khrijen shma ji amdaw on gamaq nan ji me pe-e lonq de xdyn on ga de. Nan ji Khristu he vaan de kamru ha ashau xinq de tkhoen ke la nan ji iwn pe-e kkrhau jo de. Nagy de mei nala, nan ji la Jeishu Khristu gan yn than kausy xiw kthanq ghoi gan nathuiq by niwn la ke ga de.
46004016	Dyde ke gan aku nala than haw ne jo de.
46004017	Tynygy de tkhoen Timawshei gan nan ji me namxoe niwn de. Ke la ama gan khie ha spa kiekie he ta jo de. Ama la kanma me khushlu niwn lonq de jo de. Timawshei la ke Jeishu Khristu txuiq xui ha nagy ashau xinq mei naniwn gan shaudi dan beqtyn than nathuiq by man de. Ke la tauphy ttyn me mtu by niwn ji gan ma nan ji shaudi dan beqtyn than nathuiq by man de.
46004018	Nan ji me nagy mei niwn ji la kathoeq u lau vi de. Ke la Kawrintu kun me navy beqtyn y de naha nan ji ta u vi de.
46004019	Gadema Kanma aliw on jo de nala, nan ji me ke texiwn la navy man de. Ke navy degan kathoeq niwn khimi ji iwn pie kthanq khaan y ama ji iwn bohan kthanq ma mny man de.
46004020	Kniqkhoeqmaq iwn Khoeq la pie amdaw he haw niwn sy y de. Kniqkhoeqmaq poe niwn bohan he ashau xinq niwn ga de.
46004021	Ke natiwn degan nan ji la ke gan tne alan he nasha he de ne mei. Nan ji la anon dan y de tkhoen tnienq napoe he de ne by. Sy y la, nan ji gan aphau he natpie ha ke khie niwn gan namnui he de ne by.
46005001	Nan ji thunq me lonq de la nuipui naqpa sy y jiekre niwn gan khimi ji la ke gan nathuiqkhi jo de. Kniqkhoeqmaq gan mny y niwn khimi ji mtienq la tne he jiekre y de. Nan ji thunq me lonq de la ape-e iwn nuipui gan nuipui sha lau vi de.
46005002	Nan ji la k'ja ha amlunqma shan gadema kathoeq u lau vi de. Nanma ji tauphy kon khimi neq gan mthoe ha de. Ke la nan ji he xanqla me on gadema amlunq la nan ji he vaan de on jo de. Ave nan ji tauphy me ke na'on beshe he, Kanma Jeishu ke gan napoe niwn aqna he kniwnqna hoi niwn ajie sha niwn khimi tneq gan nagy tnienq poe ha de naniwn ke ta khiwn dy de. Nan ji la tauphy gan lun ha de. Tneq ktiw me ke mlunq la nan ji he vaan de on de. Me ji iwn Kanma Jeishu iwn bohan ma nan ji he vaan man on man de.
46005005	Nan ji khimi tneq gan Saten xuipui koe me au ha de. Ama akyq gan Saten xuipui neremsausau he de tkhoen ama la anon dan ja tyn man de. Dyde tautun mkhoi niwn mniq me Kanma la ama gan txon man de.
46005006	Nan ji la nanma ji tauphy kthanq kathoeq shan y. Tpra niwn kshi sxiw de la tkoe amdaw gan tpra he beshe he ajie sha niwn khimi tneq ma nan ji tauphy me on niwn khimi amdaw ji gan ajie sha he she de.
46005007	Dyde nan ji la tauphy me ajie sha niwn khimi ji gan mthoe ha de. Ama ji la proepra niwn tkoe tpra niwn kshi kauxiwn he de. Tynygy sha la, nan ji la tkoe tpra niwn kshi kauruiq y niwn tkoe kautha he de. Nan ji iwn tauphy la kman niwn on y niwn tauphy kkrhau man de. Nan ji la khuitantan Kniqkhoeqmaq iwn seryiw niwn khimi ji jo de. Khristu la me ji ajie kon loe than diw jo de. Ama la Judaq ji iwn Kien Niwn Shni me luisui than xau niwn mhauq pi jo he jo de.
46005008	Dyde me ji la Kniqkhoeqmaq iwn shni sa degan Khristu napoe niwn ashau kautha he ashau xinq shan de. Hoi y niwn ajie ji he ajie sha shan y de. Judaq ji la Kien Niwn Shni menan tkoe tpra niwn kshi kauruiq y niwn tkoe sa beshe he me ji la bau y klauq mdimkhiw on ha de.
46005009	Ke natri niwn sa thunq me jiekre niwn khimi he vaan man aphau karie y than nahaw khiwn dy de.
46005010	Ke tri niwn me Kniqkhoeqmaq gan mny y niwn khimi ji kthanq gan haw niwn sy y de. Khimi tneq ji la jiekre niwn ji, oerha on niwn ji, mxu niwn ji, amoen ji gan spaq niwn khimi ji ga de. Nan la khimi tneq he aphau karie y klauq on de nala, khoeqra neq kon thaw ha de.
46005011	Ke haw ne niwn la, khimi lonq de la ke khrijen de naha haw khiwn la, jiekre niwn, oerha on niwn, amoen ji gan spaq niwn khimi, khimi gan thuiqsa niwn, mxui niwn, bau niwn ama he aphau sha nanq. Tneq he niwn khimi he vaan de bu mtienq sa u nanq ja.
46005012	Tauphy me kauruiq y niwn khimi ji gan tautun mkhoi than ke iwn maqtanq sy y de. Gadema tauphy he klau niwn khimi gan nan ji la tautun mkhoi ha de.
46005013	Khrijen tauphy me kauruiq y niwn khimi ji gan Kniqkhoeqmaq ama tnienq poe ja tyn man de. Sepin Seryiw niwn Saboi me tri niwn he sha ja. Saboi thunq me, “Hoi y niwn khimi gan nan ji thunq kon mthoe vi ja,” nade.
46006001	Nan ji me lonq de la yn niwn ave lonq de he ka'ieq niwn on de nala, Kniqkhoeqmaq gan mny y niwn tautun kamkhoi me lyiw shan y. Ape kman mei naniwn gan Kniqkhoeqmaq iwn khimi ji tautun mkhoi ja shan.
46006002	Vesoemaq me Kniqkhoeqmaq iwn khimi ji la khoeqra neq iwn khimi ji gan tautun mkhoi man de naniwn nan ji mny y na by. Nan ji la vesoemaq me khoeqra neq iwn khimi ji gan tautun mkhoi ha man de naniwn khuitan ja de. Nan ji thunq me ka'ieq niwn sxiw man on de nala, sxiw de niwn neq gan tautun mkhoi ha dan y de by.
46006003	Me ji la thoeq ji gan mtienq tautun mkhoi man de naniwn mny u y na by. Dyde mniqmniq katonq ha niwn ka'ieq naka ji gan nan ji tautun mkhoi ha ja de.
46006004	Nan ji me tynygy ka'ieq naka ji on de nala, yn niwn khimi ji law y niwn tautun kamkhoi me nagy de lyiw u mei.
46006005	Nan ji k'ja than ke tynygy nahaw niwn de. Nan ji iwn tauphy thunq me yn niwn khimi ttoi ashlau me tautun mkhoi than pethon ka'on lonq de mtien on y na by.
46006006	Tynygy sha y klauq, khrijen lonq de la tautun kamkhoi me lyiw ha ama aphau hoi y sha niwn gan bi de. Yn y niwn tautun kamkhoi ji gan mdan he lau vi de.
